raw_group_index,source_sample_count,source_sample_ids_file,max_residue_count,source_datasets,source_statuses
4438,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004438_source_ids.txt,191,PDBbind2020,accepted
4439,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004439_source_ids.txt,191,PDBbind2020,accepted
4440,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004440_source_ids.txt,190,PDBbind2020;scPDB,accepted_pseudo_chainA
4441,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004441_source_ids.txt,190,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4442,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004442_source_ids.txt,190,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4443,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004443_source_ids.txt,190,scPDB,accepted_dominant_chain
4444,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004444_source_ids.txt,190,scPDB,accepted
4445,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004445_source_ids.txt,189,PDBbind2020;scPDB,accepted_pseudo_chainA
4446,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004446_source_ids.txt,189,PDBbind2020,accepted;accepted_dominant_chain
4447,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004447_source_ids.txt,189,scPDB,accepted
4448,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004448_source_ids.txt,188,PDBbind2020;scPDB,accepted_pseudo_chainA
4449,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004449_source_ids.txt,188,PDBbind2020,accepted;accepted_pseudo_chainA
4450,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004450_source_ids.txt,188,PDBbind2020,accepted
4451,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004451_source_ids.txt,188,scPDB,accepted
4452,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004452_source_ids.txt,187,PDBbind2020;scPDB,accepted_pseudo_chainA
4453,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004453_source_ids.txt,187,PDBbind2020,accepted_pseudo_chainA
4454,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004454_source_ids.txt,187,PDBbind2020,accepted
4455,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004455_source_ids.txt,187,PDBbind2020,accepted
4456,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004456_source_ids.txt,187,scPDB,accepted
4457,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004457_source_ids.txt,187,scPDB,accepted
4458,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004458_source_ids.txt,187,scPDB,accepted
4459,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004459_source_ids.txt,186,PDBbind2020;scPDB,accepted
4460,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004460_source_ids.txt,186,PDBbind2020;scPDB,accepted
4461,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004461_source_ids.txt,186,PDBbind2020,accepted
4462,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004462_source_ids.txt,186,scPDB,accepted
4463,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004463_source_ids.txt,186,scPDB,accepted
4464,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004464_source_ids.txt,186,scPDB,accepted;accepted_dominant_chain
4465,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004465_source_ids.txt,186,scPDB,accepted;accepted_dominant_chain
4466,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004466_source_ids.txt,186,scPDB,accepted
4467,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004467_source_ids.txt,185,PDBbind2020;scPDB,accepted
4468,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004468_source_ids.txt,185,PDBbind2020,accepted
4469,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004469_source_ids.txt,185,scPDB,accepted
4470,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004470_source_ids.txt,184,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4471,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004471_source_ids.txt,184,scPDB,accepted;accepted_dominant_chain
4472,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004472_source_ids.txt,184,scPDB,accepted
4473,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004473_source_ids.txt,183,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4474,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004474_source_ids.txt,183,scPDB,accepted
4475,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004475_source_ids.txt,183,scPDB,accepted
4476,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004476_source_ids.txt,182,PDBbind2020;scPDB,accepted
4477,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004477_source_ids.txt,182,PDBbind2020,accepted
4478,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004478_source_ids.txt,182,PDBbind2020,accepted
4479,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004479_source_ids.txt,182,scPDB,accepted
4480,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004480_source_ids.txt,182,scPDB,accepted
4481,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004481_source_ids.txt,181,PDBbind2020;scPDB,accepted
4482,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004482_source_ids.txt,181,scPDB,accepted
4483,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004483_source_ids.txt,180,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4484,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004484_source_ids.txt,180,PDBbind2020;scPDB,accepted
4485,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004485_source_ids.txt,180,PDBbind2020;scPDB,accepted
4486,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004486_source_ids.txt,180,scPDB,accepted;accepted_dominant_chain
4487,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004487_source_ids.txt,180,scPDB,accepted;accepted_dominant_chain
4488,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004488_source_ids.txt,179,PDBbind2020,accepted_dominant_chain
4489,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004489_source_ids.txt,179,scPDB,accepted
4490,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004490_source_ids.txt,179,scPDB,accepted
4491,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004491_source_ids.txt,179,scPDB,accepted_dominant_chain
4492,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004492_source_ids.txt,178,scPDB,accepted;accepted_dominant_chain
4493,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004493_source_ids.txt,178,scPDB,accepted
4494,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004494_source_ids.txt,177,PDBbind2020,accepted_dominant_chain
4495,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004495_source_ids.txt,177,scPDB,accepted;accepted_dominant_chain
4496,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004496_source_ids.txt,177,scPDB,accepted_dominant_chain
4497,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004497_source_ids.txt,176,PDBbind2020;scPDB,accepted
4498,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004498_source_ids.txt,176,scPDB,accepted
4499,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004499_source_ids.txt,175,PDBbind2020;scPDB,accepted
4500,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004500_source_ids.txt,175,PDBbind2020,accepted
4501,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004501_source_ids.txt,174,PDBbind2020,accepted_dominant_chain
4502,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004502_source_ids.txt,174,PDBbind2020;scPDB,accepted
4503,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004503_source_ids.txt,174,PDBbind2020,accepted_pseudo_chainA
4504,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004504_source_ids.txt,174,scPDB,accepted_dominant_chain
4505,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004505_source_ids.txt,173,PDBbind2020;scPDB,accepted
4506,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004506_source_ids.txt,173,PDBbind2020;scPDB,accepted
4507,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004507_source_ids.txt,173,PDBbind2020,accepted
4508,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004508_source_ids.txt,173,scPDB,accepted
4509,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004509_source_ids.txt,173,scPDB,accepted
4510,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004510_source_ids.txt,172,PDBbind2020,accepted
4511,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004511_source_ids.txt,172,PDBbind2020,accepted
4512,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004512_source_ids.txt,172,PDBbind2020;scPDB,accepted
4513,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004513_source_ids.txt,172,PDBbind2020,accepted
4514,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004514_source_ids.txt,171,PDBbind2020;scPDB,accepted
4515,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004515_source_ids.txt,171,PDBbind2020;scPDB,accepted
4516,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004516_source_ids.txt,171,PDBbind2020,accepted
4517,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004517_source_ids.txt,171,scPDB,accepted
4518,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004518_source_ids.txt,170,PDBbind2020;scPDB,accepted
4519,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004519_source_ids.txt,170,PDBbind2020,accepted
4520,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004520_source_ids.txt,170,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4521,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004521_source_ids.txt,170,scPDB,accepted_dominant_chain
4522,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004522_source_ids.txt,170,scPDB,accepted_dominant_chain
4523,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004523_source_ids.txt,169,PDBbind2020;scPDB,accepted
4524,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004524_source_ids.txt,169,scPDB,accepted
4525,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004525_source_ids.txt,169,scPDB,accepted
4526,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004526_source_ids.txt,169,scPDB,accepted;accepted_dominant_chain
4527,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004527_source_ids.txt,168,PDBbind2020;scPDB,accepted;accepted_dominant_chain
4528,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004528_source_ids.txt,168,scPDB,accepted
4529,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004529_source_ids.txt,167,PDBbind2020,accepted
4530,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004530_source_ids.txt,167,PDBbind2020,accepted
4531,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004531_source_ids.txt,167,PDBbind2020,accepted
4532,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004532_source_ids.txt,167,scPDB,accepted
4533,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004533_source_ids.txt,167,scPDB,accepted
4534,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004534_source_ids.txt,167,scPDB,accepted_dominant_chain
4535,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004535_source_ids.txt,166,PDBbind2020;scPDB,accepted
4536,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004536_source_ids.txt,166,PDBbind2020;scPDB,accepted
4537,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004537_source_ids.txt,166,PDBbind2020,accepted
4538,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004538_source_ids.txt,166,scPDB,accepted
4539,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004539_source_ids.txt,165,PDBbind2020;scPDB,accepted
4540,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004540_source_ids.txt,165,scPDB,accepted
4541,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004541_source_ids.txt,165,scPDB,accepted
4542,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004542_source_ids.txt,165,scPDB,accepted
4543,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004543_source_ids.txt,165,scPDB,accepted
4544,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004544_source_ids.txt,165,scPDB,accepted
4545,2,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_004545_source_ids.txt,165,scPDB,accepted_dominant_chain
