protein_group_id,representative_global_sample_id,representative_sample_id,representative_source_dataset,representative_source_status,representative_protein_pdb,union_pocket_pdb,source_sample_count,unique_pocket_count,protein_residue_count,union_pocket_residue_count,source_sample_ids_file,dataset_label
protein_group_004520,scPDB:4ldj_1:accepted,4ldj_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004520/protein_group_004520_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004520/protein_group_004520_pocket_union.pdb,2,1,170,63,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004520/source_sample_ids.txt,template
protein_group_004521,scPDB:1ghe_1:accepted_dominant_chain,1ghe_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004521/protein_group_004521_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004521/protein_group_004521_pocket_union.pdb,2,1,170,41,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004521/source_sample_ids.txt,template
protein_group_004522,scPDB:2b4d_1:accepted_dominant_chain,2b4d_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004522/protein_group_004522_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004522/protein_group_004522_pocket_union.pdb,2,1,170,39,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004522/source_sample_ids.txt,template
protein_group_004523,PDBbind2020:1rm8:accepted,1rm8,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004523/protein_group_004523_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004523/protein_group_004523_pocket_union.pdb,2,1,169,64,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004523/source_sample_ids.txt,template
protein_group_004524,scPDB:1ix1_2:accepted,1ix1_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004524/protein_group_004524_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004524/protein_group_004524_pocket_union.pdb,2,1,169,26,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004524/source_sample_ids.txt,template
protein_group_004525,scPDB:4yp6_2:accepted,4yp6_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004525/protein_group_004525_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004525/protein_group_004525_pocket_union.pdb,2,1,169,56,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004525/source_sample_ids.txt,template
protein_group_004526,scPDB:4r57_10:accepted_dominant_chain,4r57_10,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004526/protein_group_004526_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004526/protein_group_004526_pocket_union.pdb,2,1,169,37,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004526/source_sample_ids.txt,template
protein_group_004527,PDBbind2020:3n2e:accepted,3n2e,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004527/protein_group_004527_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004527/protein_group_004527_pocket_union.pdb,2,1,168,71,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004527/source_sample_ids.txt,template
protein_group_004528,scPDB:1g17_2:accepted,1g17_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004528/protein_group_004528_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004528/protein_group_004528_pocket_union.pdb,2,1,168,36,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004528/source_sample_ids.txt,template
protein_group_004529,PDBbind2020:1f8a:accepted,1f8a,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004529/protein_group_004529_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004529/protein_group_004529_pocket_union.pdb,2,2,167,59,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004529/source_sample_ids.txt,template
protein_group_004530,PDBbind2020:1lnm:accepted,1lnm,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004530/protein_group_004530_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004530/protein_group_004530_pocket_union.pdb,2,1,167,81,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004530/source_sample_ids.txt,template
protein_group_004531,PDBbind2020:3nth:accepted,3nth,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004531/protein_group_004531_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004531/protein_group_004531_pocket_union.pdb,2,1,167,80,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004531/source_sample_ids.txt,template
protein_group_004532,scPDB:1s2g_3:accepted,1s2g_3,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004532/protein_group_004532_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004532/protein_group_004532_pocket_union.pdb,2,1,167,26,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004532/source_sample_ids.txt,template
protein_group_004533,scPDB:2b3v_1:accepted,2b3v_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004533/protein_group_004533_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004533/protein_group_004533_pocket_union.pdb,2,1,167,37,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004533/source_sample_ids.txt,template
protein_group_004534,scPDB:4nyi_1:accepted_dominant_chain,4nyi_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004534/protein_group_004534_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004534/protein_group_004534_pocket_union.pdb,2,1,167,35,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004534/source_sample_ids.txt,template
protein_group_004535,PDBbind2020:1s17:accepted,1s17,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004535/protein_group_004535_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004535/protein_group_004535_pocket_union.pdb,2,1,166,70,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004535/source_sample_ids.txt,template
protein_group_004536,PDBbind2020:2lwi:accepted,2lwi,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004536/protein_group_004536_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004536/protein_group_004536_pocket_union.pdb,2,2,166,56,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004536/source_sample_ids.txt,template
protein_group_004537,PDBbind2020:3q7p:accepted,3q7p,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004537/protein_group_004537_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004537/protein_group_004537_pocket_union.pdb,2,1,166,62,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004537/source_sample_ids.txt,template
protein_group_004538,scPDB:2cl6_1:accepted,2cl6_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004538/protein_group_004538_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004538/protein_group_004538_pocket_union.pdb,2,1,166,35,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004538/source_sample_ids.txt,template
protein_group_004539,PDBbind2020:2k1q:accepted,2k1q,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004539/protein_group_004539_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004539/protein_group_004539_pocket_union.pdb,2,1,165,67,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004539/source_sample_ids.txt,template
protein_group_004540,scPDB:2vez_1:accepted,2vez_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004540/protein_group_004540_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004540/protein_group_004540_pocket_union.pdb,2,1,165,36,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004540/source_sample_ids.txt,template
protein_group_004541,scPDB:2w3w_1:accepted,2w3w_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004541/protein_group_004541_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004541/protein_group_004541_pocket_union.pdb,2,1,165,30,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004541/source_sample_ids.txt,template
protein_group_004542,scPDB:3i7i_1:accepted,3i7i_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004542/protein_group_004542_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004542/protein_group_004542_pocket_union.pdb,2,1,165,33,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004542/source_sample_ids.txt,template
protein_group_004543,scPDB:3jwc_1:accepted,3jwc_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004543/protein_group_004543_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004543/protein_group_004543_pocket_union.pdb,2,1,165,29,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004543/source_sample_ids.txt,template
protein_group_004544,scPDB:3rbq_3:accepted,3rbq_3,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004544/protein_group_004544_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004544/protein_group_004544_pocket_union.pdb,2,1,165,44,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004544/source_sample_ids.txt,template
protein_group_004545,scPDB:4y0v_1:accepted_dominant_chain,4y0v_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004545/protein_group_004545_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004545/protein_group_004545_pocket_union.pdb,2,1,165,25,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004545/source_sample_ids.txt,template
protein_group_004546,scPDB:2ffq_1:accepted,2ffq_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004546/protein_group_004546_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004546/protein_group_004546_pocket_union.pdb,2,1,164,36,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004546/source_sample_ids.txt,template
protein_group_004547,PDBbind2020:4fak:accepted_dominant_chain,4fak,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004547/protein_group_004547_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004547/protein_group_004547_pocket_union.pdb,2,1,163,66,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004547/source_sample_ids.txt,template
protein_group_004548,PDBbind2020:4kax:accepted_dominant_chain,4kax,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004548/protein_group_004548_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004548/protein_group_004548_pocket_union.pdb,2,1,163,69,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004548/source_sample_ids.txt,template
protein_group_004549,PDBbind2020:4or4:accepted,4or4,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004549/protein_group_004549_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004549/protein_group_004549_pocket_union.pdb,2,1,163,67,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004549/source_sample_ids.txt,template
protein_group_004550,scPDB:3bj8_1:accepted_dominant_chain,3bj8_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004550/protein_group_004550_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004550/protein_group_004550_pocket_union.pdb,2,1,163,36,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004550/source_sample_ids.txt,template
protein_group_004551,scPDB:2bqz_1:accepted,2bqz_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004551/protein_group_004551_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004551/protein_group_004551_pocket_union.pdb,2,2,161,97,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004551/source_sample_ids.txt,template
protein_group_004552,PDBbind2020:2l3r:accepted,2l3r,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004552/protein_group_004552_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004552/protein_group_004552_pocket_union.pdb,2,1,161,85,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004552/source_sample_ids.txt,template
protein_group_004553,PDBbind2020:3lzz:accepted_dominant_chain,3lzz,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004553/protein_group_004553_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004553/protein_group_004553_pocket_union.pdb,2,1,161,58,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004553/source_sample_ids.txt,template
protein_group_004554,scPDB:1i0s_1:accepted_dominant_chain,1i0s_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004554/protein_group_004554_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004554/protein_group_004554_pocket_union.pdb,2,1,161,34,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004554/source_sample_ids.txt,template
protein_group_004555,PDBbind2020:1lrh:accepted,1lrh,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004555/protein_group_004555_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004555/protein_group_004555_pocket_union.pdb,2,1,160,74,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004555/source_sample_ids.txt,template
protein_group_004556,PDBbind2020:2jsd:accepted,2jsd,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004556/protein_group_004556_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004556/protein_group_004556_pocket_union.pdb,2,1,160,65,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004556/source_sample_ids.txt,template
protein_group_004557,PDBbind2020:3f9w:accepted,3f9w,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004557/protein_group_004557_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004557/protein_group_004557_pocket_union.pdb,2,1,160,96,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_004557/source_sample_ids.txt,template
